Date,Channel,Sessions,Users,EngagementTime,PagesPerSession,Hour,SessionID,EngagedSession,1. Trends in Sessions and Users Over Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-04-2025,Paid,4,3,442.3127501,8.1,10,S0607,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0907,1,,,,,,,,,,,,,,,,,,,,,,,
12-05-2025,Referral,4,1,367.9717176,7.1,11,S0608,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0908,1,,,,,,,,,,,,,,,,,,,,,,,
19-04-2025,Email,2,3,406.9942845,7.1,8,S0609,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0924,1,,,,,,,,,,,,,,,,,,,,,,,
31-05-2025,Referral,4,2,57.87801534,9.5,12,S0610,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0925,1,,,,,,,,,,,,,,,,,,,,,,,
02-06-2025,Paid,2,1,571.379519,3.7,14,S0611,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0928,1,,,,,,,,,,,,,,,,,,,,,,,
14-05-2025,Social,1,2,504.710182,1,14,S0612,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0936,1,,,,,,,,,,,,,,,,,,,,,,,
30-05-2025,Organic,2,1,485.0032879,3.4,4,S0613,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0937,1,,,,,,,,,,,,,,,,,,,,,,,
05-06-2025,Social,4,3,495.560445,3,22,S0614,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0938,1,,,,,,,,,,,,,,,,,,,,,,,
19-04-2025,Email,1,2,560.2991998,7,18,S0615,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0939,1,,,,,,,,,,,,,,,,,,,,,,,
26-04-2025,Organic,3,1,331.10984,6.7,19,S0616,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0940,1,,,,,,,,,,,,,,,,,,,,,,,
30-04-2025,Email,2,1,128.1663905,6.3,13,S0617,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0941,1,,,,,,,,,,,,,,,,,,,,,,,
10-05-2025,Paid,1,3,373.9023286,1.1,16,S0618,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0942,1,,,,,,,,,,,,,,,,,,,,,,,
10-05-2025,Organic,2,3,448.3000813,7.6,17,S0619,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0952,1,,,,,,,,,,,,,,,,,,,,,,,
01-06-2025,Email,1,3,445.3712621,3.9,20,S0620,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0954,1,,,,,,,,,,,,,,,,,,,,,,,
05-05-2025,Paid,1,2,317.6549243,7,2,S0621,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0961,1,,,,,,,,,,,,,,,,,,,,,,,
23-05-2025,Social,2,1,50.39064441,6,1,S0622,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0962,1,,,,,,,,,,,,,,,,,,,,,,,
20-05-2025,Paid,3,3,228.9566337,4.1,0,S0623,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0966,1,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Referral,1,2,553.252299,2.2,9,S0624,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0968,1,,,,,,,,,,,,,,,,,,,,,,,
14-05-2025,Paid,1,2,354.8248568,1.8,18,S0625,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0975,1,,,,,,,,,,,,,,,,,,,,,,,
21-05-2025,Paid,1,2,327.6158465,8.5,16,S0626,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0983,1,,,,,,,,,,,,,,,,,,,,,,,
07-05-2025,Referral,3,3,168.6235735,9.3,11,S0627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0984,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Email,3,3,227.3848628,6.8,0,S0628,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0991,1,,,,,,,,,,,,,,,,,,,,,,,
24-04-2025,Email,4,1,538.2541926,1.9,11,S0629,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1000,1,,,,,,,,,,,,,,,,,,,,,,,
07-06-2025,Paid,2,1,403.213198,4.6,16,S0630,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Referral,192,,,,,,,,,,,,,,,,,,,,,,,
19-04-2025,Referral,3,3,474.5583458,7.6,23,S0631,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0006,1,,,,,,,,,,,,,,,,,,,,,,,
20-05-2025,Referral,2,2,278.0637996,8,2,S0632,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0007,1,,,,,,,,,,,,,,,,,,,,,,,
18-05-2025,Social,4,2,381.8458595,2.1,10,S0633,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0013,1,,,,,,,,,,,,,,,,,,,,,,,
05-06-2025,Email,2,2,156.5463292,1,16,S0634,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0019,1,,,,,,,,,,,,,,,,,,,,,,,
15-05-2025,Organic,3,1,426.2218899,7.4,22,S0635,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0020,1,,,,,,,,,,,,,,,,,,,,,,,
24-04-2025,Email,2,2,262.2847869,4.2,2,S0636,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0026,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Email,3,1,271.1018537,3.3,7,S0637,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0027,1,,,,,,,,,,,,,,,,,,,,,,,
03-05-2025,Social,2,1,393.1001715,1.1,19,S0638,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0034,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Organic,3,2,562.4055667,5.9,3,S0639,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0050,1,,,,,,,,,,,,,,,,,,,,,,,
16-05-2025,Social,3,2,47.7637445,8.7,20,S0640,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0051,1,,,,,,,,,,,,,,,,,,,,,,,
15-04-2025,Organic,2,3,496.59851,9.6,21,S0641,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0052,1,,,,,,,,,,,,,,,,,,,,,,,
09-06-2025,Paid,4,3,182.5060351,6.1,6,S0642,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0053,1,,,,,,,,,,,,,,,,,,,,,,,
19-04-2025,Organic,1,2,271.9124782,5.6,13,S0643,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0055,1,,,,,,,,,,,,,,,,,,,,,,,
29-05-2025,Social,4,1,22.92886398,1.8,13,S0644,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0059,1,,,,,,,,,,,,,,,,,,,,,,,
18-04-2025,Email,2,1,187.6171859,5.9,3,S0645,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0060,1,,,,,,,,,,,,,,,,,,,,,,,
30-04-2025,Organic,4,1,306.5524332,4.4,15,S0646,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0061,1,,,,,,,,,,,,,,,,,,,,,,,
08-05-2025,Organic,3,1,43.14388563,6.5,23,S0647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0066,1,,,,,,,,,,,,,,,,,,,,,,,
30-04-2025,Referral,1,1,299.7464803,4.5,21,S0648,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0067,1,,,,,,,,,,,,,,,,,,,,,,,
08-06-2025,Email,2,3,556.995271,3.2,0,S0649,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0084,0,,,,,,,,,,,,,,,,,,,,,,,
16-04-2025,Paid,2,2,72.18199868,1.9,16,S0650,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0089,0,,,,,,,,,,,,,,,,,,,,,,,
02-06-2025,Social,2,3,461.0200296,3.8,9,S0651,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0096,1,,,,,,,,,,,,,,,,,,,,,,,
12-05-2025,Paid,1,1,251.7059215,1.9,21,S0652,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0104,1,,,,,,,,,,,,,,,,,,,,,,,
16-05-2025,Email,3,1,396.5524916,2.6,15,S0653,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0105,1,,,,,,,,,,,,,,,,,,,,,,,
11-05-2025,Organic,2,1,163.5395928,9.9,15,S0654,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0106,1,,,,,,,,,,,,,,,,,,,,,,,
04-05-2025,Organic,4,1,104.1004349,5,7,S0655,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0107,1,,,,,,,,,,,,,,,,,,,,,,,
08-05-2025,Email,2,2,104.6729424,5.8,6,S0656,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0112,1,,,,,,,,,,,,,,,,,,,,,,,
26-04-2025,Organic,2,1,51.59024793,8.9,5,S0657,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0113,1,,,,,,,,,,,,,,,,,,,,,,,
03-06-2025,Organic,2,2,119.5315559,10,15,S0658,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0129,1,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Organic,2,1,401.8894371,6.2,19,S0659,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0137,1,,,,,,,,,,,,,,,,,,,,,,,
13-06-2025,Social,3,2,530.197461,8.3,15,S0660,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0144,1,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Social,4,3,490.3341545,3.9,6,S0661,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0145,1,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Referral,3,1,414.2292428,3.8,8,S0662,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0153,1,,,,,,,,,,,,,,,,,,,,,,,
04-06-2025,Paid,4,2,75.15479941,4.6,13,S0663,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0155,1,,,,,,,,,,,,,,,,,,,,,,,
27-05-2025,Email,2,3,180.6205933,7.1,10,S0664,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0156,1,,,,,,,,,,,,,,,,,,,,,,,
21-05-2025,Email,1,1,192.7860564,7.1,13,S0665,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0162,1,,,,,,,,,,,,,,,,,,,,,,,
26-04-2025,Email,3,1,157.4745984,3.8,6,S0666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0165,0,,,,,,,,,,,,,,,,,,,,,,,
17-04-2025,Referral,1,1,313.8533392,2.2,0,S0667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0168,0,,,,,,,,,,,,,,,,,,,,,,,
15-04-2025,Social,3,2,325.9767508,6.7,12,S0668,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0170,1,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Referral,2,2,220.5627254,2.2,19,S0669,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0176,1,,,,,,,,,,,,,,,,,,,,,,,
24-05-2025,Email,3,3,218.7356037,6.2,2,S0670,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0185,1,,,,,,,,,,,,,,,,,,,,,,,
24-04-2025,Paid,2,2,498.8478028,7.2,19,S0671,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0188,1,,,,,,,,,,,,,,,,,,,,,,,
27-05-2025,Organic,3,2,475.6827805,7.3,3,S0672,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0189,1,,,,,,,,,,,,,,,,,,,,,,,
28-05-2025,Social,2,1,191.5995407,7.8,10,S0673,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0205,1,,,,,,,,,,,,,,,,,,,,,,,
13-05-2025,Social,2,1,549.1351819,8.9,1,S0674,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0206,1,,,,,,,,,,,,,,,,,,,,,,,
27-04-2025,Referral,4,1,572.16086,5.5,13,S0675,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0213,1,,,,,,,,,,,,,,,,,,,,,,,
26-04-2025,Social,2,1,202.7780998,7.6,11,S0676,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0217,1,,,,,,,,,,,,,,,,,,,,,,,
15-05-2025,Email,4,1,219.1107198,6.6,16,S0677,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0218,1,,,,,,,,,,,,,,,,,,,,,,,
30-05-2025,Email,2,1,308.3241505,2.7,11,S0678,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0222,0,,,,,,,,,,,,,,,,,,,,,,,
16-04-2025,Referral,1,1,565.2612794,1.2,11,S0679,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0226,1,,,,,,,,,,,,,,,,,,,,,,,
04-06-2025,Email,2,3,527.0284656,3.6,0,S0680,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0230,1,,,,,,,,,,,,,,,,,,,,,,,
03-06-2025,Paid,1,3,70.51509792,5,12,S0681,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0231,1,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Referral,1,3,241.7111385,6.6,13,S0682,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0239,1,,,,,,,,,,,,,,,,,,,,,,,
07-05-2025,Paid,2,3,336.489002,8.6,23,S0683,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0248,1,,,,,,,,,,,,,,,,,,,,,,,
01-05-2025,Organic,1,1,306.8481588,2.8,1,S0684,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0249,1,,,,,,,,,,,,,,,,,,,,,,,
10-05-2025,Paid,4,3,124.3792101,2.1,11,S0685,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0250,1,,,,,,,,,,,,,,,,,,,,,,,
22-04-2025,Organic,3,1,516.701895,9.7,20,S0686,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0251,1,,,,,,,,,,,,,,,,,,,,,,,
13-05-2025,Organic,2,3,409.395062,2,15,S0687,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0257,1,,,,,,,,,,,,,,,,,,,,,,,
10-05-2025,Paid,1,2,504.3659412,5.3,3,S0688,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0264,1,,,,,,,,,,,,,,,,,,,,,,,
24-04-2025,Referral,2,3,516.6709248,6.3,7,S0689,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0270,1,,,,,,,,,,,,,,,,,,,,,,,
10-05-2025,Email,4,3,451.5299537,5.9,1,S0690,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0284,1,,,,,,,,,,,,,,,,,,,,,,,
18-05-2025,Email,2,1,269.1342547,1.8,9,S0691,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0285,1,,,,,,,,,,,,,,,,,,,,,,,
04-06-2025,Organic,2,3,370.2225855,1.5,8,S0692,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0286,1,,,,,,,,,,,,,,,,,,,,,,,
25-05-2025,Organic,1,2,104.6155896,1.9,22,S0693,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0290,1,,,,,,,,,,,,,,,,,,,,,,,
21-04-2025,Referral,4,1,407.4507963,6.3,14,S0694,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0291,1,,,,,,,,,,,,,,,,,,,,,,,
18-04-2025,Social,3,1,115.7594209,5.9,12,S0695,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0294,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Paid,3,3,419.4302584,3.1,22,S0696,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0297,1,,,,,,,,,,,,,,,,,,,,,,,
06-06-2025,Organic,1,1,145.4629148,6.7,16,S0697,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0305,1,,,,,,,,,,,,,,,,,,,,,,,
03-06-2025,Email,2,1,79.35526709,8.4,15,S0698,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0317,1,,,,,,,,,,,,,,,,,,,,,,,
29-05-2025,Referral,1,1,107.5178492,1.4,1,S0699,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0320,0,,,,,,,,,,,,,,,,,,,,,,,
25-04-2025,Paid,1,1,11.17535978,5.5,19,S0700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0328,1,,,,,,,,,,,,,,,,,,,,,,,
13-05-2025,Referral,1,1,434.0563745,7.2,19,S0701,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0339,1,,,,,,,,,,,,,,,,,,,,,,,
09-06-2025,Paid,2,1,442.1166189,3.3,13,S0702,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0343,1,,,,,,,,,,,,,,,,,,,,,,,
20-05-2025,Paid,4,2,313.8106764,3.8,2,S0703,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0346,1,,,,,,,,,,,,,,,,,,,,,,,
09-05-2025,Organic,1,3,105.2040526,6.5,22,S0704,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0348,1,,,,,,,,,,,,,,,,,,,,,,,
05-05-2025,Referral,2,2,59.29705913,9.1,11,S0705,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0350,1,,,,,,,,,,,,,,,,,,,,,,,
10-06-2025,Referral,4,1,21.2860902,8.3,7,S0706,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0351,1,,,,,,,,,,,,,,,,,,,,,,,
20-05-2025,Email,1,1,107.7914244,6.2,1,S0707,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0353,1,,,,,,,,,,,,,,,,,,,,,,,
24-04-2025,Email,3,3,535.6047656,7.6,3,S0708,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0354,1,,,,,,,,,,,,,,,,,,,,,,,
21-05-2025,Organic,4,2,152.5067366,4.3,13,S0709,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0361,1,,,,,,,,,,,,,,,,,,,,,,,
23-04-2025,Organic,1,3,219.0200831,6.8,15,S0710,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0377,1,,,,,,,,,,,,,,,,,,,,,,,
08-05-2025,Social,4,2,72.15383584,5.2,18,S0711,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0378,1,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Email,4,1,141.1931698,2.7,1,S0712,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0379,1,,,,,,,,,,,,,,,,,,,,,,,
02-06-2025,Paid,4,3,316.3424968,7.3,11,S0713,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0384,1,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Referral,4,3,368.574083,6,13,S0714,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0387,1,,,,,,,,,,,,,,,,,,,,,,,
01-06-2025,Organic,4,1,154.7578654,4.2,5,S0715,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0393,1,,,,,,,,,,,,,,,,,,,,,,,
20-05-2025,Referral,4,3,44.06197394,9.2,12,S0716,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0397,1,,,,,,,,,,,,,,,,,,,,,,,
02-05-2025,Referral,1,2,240.7093928,1.2,3,S0717,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0400,1,,,,,,,,,,,,,,,,,,,,,,,
02-06-2025,Social,3,2,148.1799888,3.8,21,S0718,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0409,1,,,,,,,,,,,,,,,,,,,,,,,
23-05-2025,Email,2,2,139.5368147,1.5,17,S0719,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0410,1,,,,,,,,,,,,,,,,,,,,,,,
16-05-2025,Organic,4,2,576.3190536,7.9,11,S0720,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0414,1,,,,,,,,,,,,,,,,,,,,,,,
08-05-2025,Referral,2,1,373.6172867,7.3,19,S0721,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0415,0,,,,,,,,,,,,,,,,,,,,,,,
07-05-2025,Organic,1,3,338.5582815,4,21,S0722,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0419,1,,,,,,,,,,,,,,,,,,,,,,,
16-05-2025,Paid,4,2,255.3073111,7.1,20,S0723,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0420,1,,,,,,,,,,,,,,,,,,,,,,,
21-05-2025,Social,3,1,263.0771567,4.6,18,S0724,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0429,1,,,,,,,,,,,,,,,,,,,,,,,
26-04-2025,Paid,2,3,329.1339523,7.8,7,S0725,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0431,1,,,,,,,,,,,,,,,,,,,,,,,
02-06-2025,Organic,4,3,420.8935862,5.1,6,S0726,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0440,1,,,,,,,,,,,,,,,,,,,,,,,
08-06-2025,Organic,1,1,424.2661967,4.7,15,S0727,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0443,1,,,,,,,,,,,,,,,,,,,,,,,
27-04-2025,Email,3,1,111.2994055,9.4,18,S0728,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0452,1,,,,,,,,,,,,,,,,,,,,,,,
07-05-2025,Referral,2,2,305.0665237,3.3,5,S0729,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0458,0,,,,,,,,,,,,,,,,,,,,,,,
09-05-2025,Referral,2,3,253.0552761,2.1,19,S0730,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0461,1,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Paid,4,3,523.6109101,6.3,20,S0731,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0468,1,,,,,,,,,,,,,,,,,,,,,,,
25-05-2025,Social,3,1,382.5371635,9.7,10,S0732,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0476,1,,,,,,,,,,,,,,,,,,,,,,,
14-05-2025,Referral,3,3,324.1773992,4.4,4,S0733,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0491,1,,,,,,,,,,,,,,,,,,,,,,,
01-05-2025,Email,3,2,78.08283889,1.6,15,S0734,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0493,1,,,,,,,,,,,,,,,,,,,,,,,
02-06-2025,Paid,3,3,367.3263547,4.1,6,S0735,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0508,1,,,,,,,,,,,,,,,,,,,,,,,
04-05-2025,Paid,1,1,79.15030435,5.6,4,S0736,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0510,1,,,,,,,,,,,,,,,,,,,,,,,
01-06-2025,Email,3,1,208.9518796,2.5,10,S0737,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0513,1,,,,,,,,,,,,,,,,,,,,,,,
09-05-2025,Social,2,2,94.27675924,6.9,14,S0738,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0517,1,,,,,,,,,,,,,,,,,,,,,,,
06-05-2025,Email,2,2,418.3234517,10,2,S0739,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0518,1,,,,,,,,,,,,,,,,,,,,,,,
27-04-2025,Social,1,3,131.6887472,5.1,4,S0740,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0521,0,,,,,,,,,,,,,,,,,,,,,,,
12-06-2025,Email,2,3,241.1970302,4.2,22,S0741,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0522,1,,,,,,,,,,,,,,,,,,,,,,,
03-05-2025,Email,2,1,538.4481188,4.6,20,S0742,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0529,1,,,,,,,,,,,,,,,,,,,,,,,
02-06-2025,Organic,3,2,130.5466662,2,4,S0743,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0530,1,,,,,,,,,,,,,,,,,,,,,,,
20-05-2025,Paid,2,2,309.6049877,8.9,8,S0744,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0532,1,,,,,,,,,,,,,,,,,,,,,,,
26-04-2025,Email,1,2,257.3702801,4.7,14,S0745,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0534,1,,,,,,,,,,,,,,,,,,,,,,,
25-05-2025,Email,3,3,20.69318422,4.5,2,S0746,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0536,1,,,,,,,,,,,,,,,,,,,,,,,
03-05-2025,Referral,4,2,477.727287,6.9,5,S0747,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0548,1,,,,,,,,,,,,,,,,,,,,,,,
26-04-2025,Paid,3,1,50.73708473,5,16,S0748,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0551,1,,,,,,,,,,,,,,,,,,,,,,,
23-04-2025,Referral,1,1,289.8104624,6.8,20,S0749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0552,1,,,,,,,,,,,,,,,,,,,,,,,
21-04-2025,Paid,3,3,340.800194,1.6,7,S0750,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0557,1,,,,,,,,,,,,,,,,,,,,,,,
12-05-2025,Referral,3,3,380.7716094,8.3,20,S0751,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0560,1,,,,,,,,,,,,,,,,,,,,,,,
28-04-2025,Email,1,2,416.2926613,9.5,10,S0752,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0563,1,,,,,,,,,,,,,,,,,,,,,,,
15-05-2025,Email,3,3,159.4307063,6.8,5,S0753,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0564,1,,,,,,,,,,,,,,,,,,,,,,,
05-06-2025,Organic,1,1,15.88747823,9.6,7,S0754,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0572,1,,,,,,,,,,,,,,,,,,,,,,,
03-05-2025,Referral,1,2,436.8317608,2.4,9,S0755,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0580,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Social,4,1,326.0373936,5.3,23,S0756,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0592,1,,,,,,,,,,,,,,,,,,,,,,,
31-05-2025,Organic,2,2,503.3094449,6.4,2,S0757,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0594,1,,,,,,,,,,,,,,,,,,,,,,,
30-04-2025,Referral,2,3,494.6191341,6.2,22,S0758,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0598,1,,,,,,,,,,,,,,,,,,,,,,,
06-06-2025,Referral,3,2,507.562439,4.6,13,S0759,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0600,0,,,,,,,,,,,,,,,,,,,,,,,
